,ID,comp,duration,meanfreq,sd,freq.median,freq.Q25,freq.Q75,freq.IQR,time.median,time.Q25,time.Q75,time.IQR,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf
64,f002_m098.wav_1,rap,0.185260770975057,3.77618108926672,2.93076014490364,3.42282208588957,1.43067484662577,4.90748466257669,3.47680981595092,0.114989444053483,0.070271326921573,0.140542653843146,0.070271326921573,4.10996573854321,32.4775433717196,0.862417311864532,0.902997105060953,0.778760335968122,0.108894298174603,1.81066151494565,0.04306640625,4.17744140625,4.134375,10.5,3.83291015625,0.04306640625,-20.4568065330477,0.648369832677165
626,f002_m098.wav_1,rap,0.185260770975057,3.12962541386474,3.33426930323862,1.88957055214724,0.685644171779141,4.32441717791411,3.63877300613497,0.108601141606068,0.070271326921573,0.140542653843146,0.070271326921573,8.70974939043479,134.928692355438,0.856095535918491,0.904748351640985,0.77455102496946,0.151957795428203,0.30146484375,0.04306640625,1.33505859375,1.2919921875,3.66666666666667,1.33505859375,0.04306640625,-6.97391131808445,0.129538324311024
874,f002_m098.wav_1,rap,0.185283446712018,2.98385700249108,3.30851568887313,1.83018404907975,0.658650306748466,4.04368098159509,3.38503067484663,0.089447181171319,0.057501759324419,0.108614434279459,0.05111267495504,6.61151562954191,69.357431554989,0.842135118357693,0.891981475028475,0.751168925045975,0.146059929306419,0.47373046875,0.04306640625,1.93798828125,1.894921875,3.90909090909091,0.73212890625,0.04306640625,-3.71896417207196,0.475425996555118
378,f002_m098.wav_1,rap,0.193696145124717,3.15624755497863,3.04133595365775,2.33372447782211,0.872565125557381,4.37831494954236,3.50574982398498,0.099972203935338,0.056234364713627,0.131213517665131,0.074979152951503,5.36079753890094,47.5454818780668,0.855394404522205,0.908796431288077,0.77737938217357,0.117393272790096,0.79069921875,0.04306640625,3.40224609375,3.3591796875,6.76923076923077,2.97158203125,0.04306640625,-15.1191218757317,0.388954078494095
1055,f002_m098.wav_1,rap,0.202108843537415,2.78162651489075,2.63090633026113,1.96985376827897,0.979977502812148,3.85061867266592,2.87064116985377,0.094738520408163,0.056843112244898,0.126318027210884,0.069474914965986,4.05992127454229,27.2406483170161,0.845644227609864,0.897737036643758,0.759166142949379,0.091508533379475,0.814516813858696,0.04306640625,3.05771484375,3.0146484375,6.14285714285714,3.05771484375,0.04306640625,-14.9159650054695,0.129538324311024
1173,f002_m098.wav_1,rap,0.202108843537415,4.27530093060942,3.93813261259834,3.03892013498313,1.14825646794151,6.09763779527559,4.94938132733408,0.107370323129252,0.075790816326531,0.132633928571429,0.056843112244898,4.50363104510822,31.5380166582714,0.888977800018651,0.89289635765398,0.793765039671901,0.284922865199146,0.974866832386364,0.04306640625,5.55556640625,5.5125,2.875,0.21533203125,0.73212890625,2.55702257236621,1.08072942298228
502,f002_m098.wav_1,rap,0.22734693877551,3.61998042559192,3.30620419467858,2.69226154769046,1.04699060187962,5.27014597080584,4.22315536892621,0.110601213458356,0.073734142305571,0.147468284611142,0.073734142305571,5.50523108177846,57.3988710618057,0.875993973385382,0.893234082350148,0.782467672961152,0.136509858351016,0.920958533653846,0.04306640625,3.48837890625,3.4453125,7.5,3.14384765625,0.04306640625,-13.638983954219,0.129538324311024
1114,f002_m098.wav_1,rap,0.23578231292517,4.16107408227048,3.20624050320446,3.31251204935415,1.95103142471564,5.69192211297475,3.74089068825911,0.124095954171142,0.093071965628357,0.155119942713928,0.062047977085571,3.09262309787387,15.6183861060718,0.885532620317146,0.879131975578632,0.778500041938734,0.184730533939956,2.56118451286765,0.21533203125,5.64169921875,5.4263671875,4.52380952380952,2.71318359375,2.79931640625,0.365306504255625,1.25367325910433
812,f002_m098.wav_1,rap,0.252630385487528,3.40630446230596,3.18896310110843,2.58124887529242,0.918481194889329,4.50134964909124,3.58286845420191,0.141719484541784,0.117072617664952,0.178689784857032,0.06161716719208,4.20922381762363,27.2344457035217,0.867937926207964,0.879175508321831,0.763069767465682,0.145783232409165,1.18001953125,0.04306640625,4.17744140625,4.134375,10.2708333333333,3.91904296875,0.04306640625,-15.3424797061529,0.475425996555118
688,f002_m098.wav_1,rap,0.277891156462585,3.59536752259874,3.57898631424089,2.38606248977589,0.867331915589727,5.22918370685425,4.36185179126452,0.148208616780045,0.117331821617536,0.185260770975057,0.067928949357521,6.3202765600279,68.4233669684253,0.878931885226838,0.87534650605057,0.769369954789754,0.185112889353562,0.745380108173077,0.04306640625,5.64169921875,5.5986328125,1.70769230769231,5.64169921875,0.04306640625,-20.1468549189106,0.129538324311024
1463,f002_m098.wav_1,thump,1.13662131519274,1.63992747346114,2.78906210901426,0.222595480903819,0.094141171765647,2.37992401519696,2.28578284343131,0.512362976278594,0.10011690341076,0.736153701549704,0.636036798138945,34.8241251744297,1590.73790331615,0.736905602405517,0.85920224355385,0.633150946874222,0.138982385207926,0.097518184267241,0.04306640625,0.12919921875,0.0861328125,19,0.12919921875,0.04306640625,-0.075779691396509,0.129538324311024
1351,f002_m098.wav_1,thump,1.43972789115646,2.36037084649262,2.93605563646266,1.17730630801288,0.191008398055187,3.34368882995517,3.15268043189998,0.608665449919805,0.339448039378353,0.883735412864333,0.54428737348598,33.4934818661896,1699.58734297734,0.824523559591976,0.862214916060259,0.710916511723302,0.115675981884928,0.126229121767241,0.04306640625,2.02412109375,1.9810546875,4.43478260869565,0.04306640625,0.04306640625,0,0.129538324311024
1898,f002_m098.wav_1,thump,1.46498866213152,1.41764929299919,2.25592124473513,0.391138415712557,0.113314096000496,2.06695832945484,1.95364423345434,0.744214240362812,0.087899319727891,1.12511129251701,1.03721197278912,21.2501072568262,621.29806207905,0.768324145177734,0.862248131782141,0.662486058782612,0.058373077362065,0.101793323863636,0.04306640625,2.54091796875,2.4978515625,2.58620689655172,0.38759765625,2.54091796875,1.46985459216249,0.129538324311024
1291,f002_m098.wav_1,thump,1.5912925170068,2.34381485771788,2.85451453716259,1.3712294332724,0.148308957952468,3.38911106032907,3.2408021023766,0.842448979591837,0.526530612244898,1.14081632653061,0.614285714285714,24.0149173749795,806.76901582104,0.827905732338455,0.863559667652744,0.714945999065997,0.079642595644809,0.137432502297794,0.04306640625,2.28251953125,2.239453125,5.23076923076923,0.04306640625,0.04306640625,0,0.129538324311024
1721,f002_m098.wav_1,thump,1.6081179138322,1.70118360444536,2.74389940083473,0.313415116739216,0.085194188478716,2.14353553055571,2.058341342077,0.695876479076479,0.374252896310039,1.09936788291074,0.725114986600701,27.3289584275709,962.47137572989,0.765838584398841,0.863853817561425,0.661572584768776,0.091862769797705,0.083119936342593,0.04306640625,0.38759765625,0.34453125,36.25,0.04306640625,0.12919921875,0.053561254283116,0.129538324311024
1856,f002_m098.wav_1,thump,1.64179138321995,1.68419876105249,2.38791028374861,0.723628107868653,0.135832548867601,2.33412702807464,2.19829447920704,0.732942581794623,0.093816650469712,1.08475502105604,0.99093837058633,17.1683633091315,422.015469633654,0.802625671446217,0.863781840357922,0.693293479600326,0.072192567048021,0.098279747596154,0.04306640625,1.42119140625,1.378125,3,0.04306640625,0.04306640625,0,0.129538324311024
1623,f002_m098.wav_1,thump,1.71755102040816,1.84010178797607,2.65879749469046,0.438416344677923,0.090827290530885,2.68406288043191,2.59323558990102,0.896878177892317,0.445508114508602,1.25445705927422,0.808948944765619,27.88892227133,1004.15471704596,0.775411245151977,0.864716002919254,0.67051051252646,0.114424389269318,0.116319545852804,0.04306640625,6.84755859375,6.8044921875,3.87341772151899,0.04306640625,0.04306640625,0,0.129538324311024
2114,f002_m098.wav_1,thump,1.74281179138322,2.03052669317397,2.78712779502802,0.834302704676456,0.196239013066952,2.90284551785295,2.706606504786,0.76028702308664,0.087725425740766,1.02931166202499,0.941586236284223,19.6149933134797,580.45785811553,0.812911447085741,0.86475847516969,0.702972063429852,0.090941304836286,0.162791015625,0.04306640625,0.47373046875,0.4306640625,18.2,0.12919921875,0.04306640625,-0.049421752208619,0.216010242372047
1407,f002_m098.wav_1,thump,1.92804988662132,2.16747189422324,2.9737920502373,0.883817427385892,0.115145228215768,2.96109958506224,2.84595435684647,0.911441764584622,0.549202088916375,1.20357053528482,0.654368446368446,37.7383466150959,1999.7811215561,0.808329607379497,0.866456151282978,0.70038216057812,0.145342117470922,0.147419621394231,0.04306640625,4.09130859375,4.0482421875,4.08510638297872,0.04306640625,0.04306640625,0,0.129538324311024
1767,f002_m098.wav_1,thump,1.96170068027211,2.20075212479639,2.4719135564888,1.33052182778756,0.34410047270368,3.2391324497173,2.89503197701363,0.960354959894405,0.503600771651944,1.37026256472738,0.866661793075439,12.1384214502525,259.374352233931,0.851215032164343,0.866727976163841,0.73777188210804,0.075480441299377,0.207741783405172,0.04306640625,5.21103515625,5.16796875,10.4,0.21533203125,0.04306640625,-0.087814428945452,0.129538324311024
1937,f002_m098.wav_1,thump,1.96172335600907,2.68071505482935,2.79903371913194,1.73473596403828,0.592858632435063,3.85791412748801,3.26505549505295,0.761265779943818,0.386488780586862,1.10676332622601,0.720274545639151,9.55542832652771,165.853052646984,0.874136931875181,0.866633123013173,0.757556019212141,0.132418563281806,0.543550248579545,0.04306640625,4.09130859375,4.0482421875,15.5744680851064,0.21533203125,0.04306640625,-0.087813413890559,0.216010242372047
1673,f002_m098.wav_1,thump,2.23113378684807,1.63029759350655,2.79437292158082,0.173905957134708,0.078885176432239,2.09269823160297,2.01381305517073,1.16229220833185,0.689198394890242,1.64706735050041,0.957868955610167,27.4830234815669,934.502909663528,0.747133704637294,0.868807975334684,0.649115721230229,0.079761981038737,0.083279832906151,0.04306640625,0.47373046875,0.4306640625,33.6,0.04306640625,0.04306640625,0,0.129538324311024
1975,f002_m098.wav_1,thump,2.37426303854875,2.2424787641094,3.08163361291122,1.00369498209944,0.144468056592576,3.11427641529301,2.96980835870044,0.840034097176954,0.478352749781321,1.42339110910539,0.945038359324073,18.2723722828688,459.583958786431,0.827228543595353,0.869730489289793,0.71946588597567,0.131192205765026,0.158562677556818,0.04306640625,1.76572265625,1.72265625,10.2,0.21533203125,0.04306640625,-0.072555408648107,0.129538324311024
